source_id,module_id,title,institution,url,published_at,retrieved_at,reference_period,source_tier,evidence_status,reliability,license,local_snapshot_sha256,notes
SRC-B10-OPUS-RRF-NETWORK-PROJECT-2022,B10,OPUS TITÁSZ több tízmilliárdos hálózatfejlesztési projekt,OPUS TITÁSZ Áramhálózati Zrt.,https://www.opustitasz.hu/storage/documents/tarsasagunk/sajtokozlemenyek-hirek/sajtokozlemenyek/Press_rel_T%C3%B6bb_t%C3%ADzmilli%C3%A1rdos_h%C3%A1.pdf,2022-08-15,2026-09-01,RRF-6.1.1-21 project communication,P4,OBS,HIGH,Official OPUS communication; contract/funding and project-row identity require separate verification,,"Fresh official-source audit records the disclosed RRF network-development project context. Its published programme totals are not copied into the B10 baseline or incremental registries; public announcement is not treated as a programme-induced incremental cost."
SRC-B10-MVM-DEMASZ-RRF-PROJECT-2026,B10,MVM Démász RRF project page — service-area network developments,MVM Démász Áramhálózati Kft.,https://mvmhalozat.hu/aram/oldalak/54325,undated,2026-09-02,RRF-6.1.1-21-2022-00006 project page,P4,OBS,HIGH,Official MVM project page; exact project/grant facts are OBS; page is not completion authority,,"Binds the exact project identifier, beneficiary and multi-asset service-area scope. This project page is the authority for exact grant 42,909,187,827 HUF and 50% support rate. OPERATING/completion and 782 MW realised renewable/PV integration capability are bound separately to the 2026-06-15 completion communication."
SRC-B10-MVM-DEMASZ-RRF-COMPLETION-2026,B10,MVM Démász RRF project completion communication,MVM Démász Áramhálózati Kft.,https://www.mvmhalozat.hu/aram/aktualitasok/126245,2026-06-15,2026-09-02,RRF-6.1.1-21-2022-00006 completion publication,P4,OBS,HIGH,Official completion communication; source-native OPERATING status and realised 782 MW capability are OBS; financial wording is rounded,,"Explicitly states successful completion of RRF-6.1.1-21-2022-00006, the beneficiary, realised network scope and 782 MW realised renewable/PV integration capability. Its support wording is rounded (more than 42.909 billion HUF), so it is not the authority for the exact 42,909,187,827 HUF grant. No exact total project cost is recorded or derived."
SRC-B10-OPUS-TITASZ-RRF-PROJECT-2026,B10,OPUS TITÁSZ RRF project page,OPUS TITÁSZ Áramhálózati Zrt.,https://www.opustitasz.hu/tarsasagunk/fejlesztesi-projektek/rrf-projekt,undated,2026-09-02,RRF-6.1.1-21-2022-00001 project page,P4,OBS,HIGH,"Official OPUS project/funding page; exact project, support and total-cost facts are OBS; page is not OPERATING authority",,"Binds the exact project identifier, operator and service-area scope. This project/funding page is the authority for exact total project cost 41,489,280,000 HUF and exact support 20,744,640,000 HUF. It separately states 378 MW project-page capability; this is not relabelled as realised completion capacity. OPERATING status is bound to the completion communication."
SRC-B10-OPUS-TITASZ-RRF-COMPLETION-2026,B10,OPUS TITÁSZ RRF project completion communication,OPUS TITÁSZ Áramhálózati Zrt.,https://www.opustitasz.hu/tarsasagunk/sajtokozlemenyek-hirek/sajtokozlemenyek/az-opus-titasz-tobb-mint-41-milliard-forint-ertekben-valositott-meg-halozatfejlesztest-az-rrf-program-kereteben,2026-06-15,2026-09-02,RRF-6.1.1-21-2022-00001 completion publication,P4,OBS,HIGH,Official completion communication; source-native OPERATING status and realised 261 MW capability are OBS; financial wording is rounded,,"Explicitly states completion of RRF-6.1.1-21-2022-00001 and reports 261 MW realised additional weather-dependent integration capability. Its financial wording is rounded (41.489 billion HUF total; 20.744 billion HUF support), so it does not mint the higher-precision exact ledger cost. Exact financial values are bound to the separate project/funding page."
SRC-B10-MVM-DEMASZ-NETWORK-BUILD-MGT-2026,B10,"Új csatlakozás, teljesítménynövelés, fázisbővítés hálózatépítéssel",MVM Démász Áramhálózati Kft.,https://mvmhalozat.hu/aram/oldalak/1477,undated,2026-09-02,current official connection/network-build process,P1,OBS,HIGH,Official public web page; reuse terms require verification,,"Official DSO process authority: insufficient existing network may require network construction; after request/site assessment the MGT states required works, expected implementation deadline and estimated payable costs, later refined after detailed design. This is not programme-causality evidence, not a nationwide reinforcement-cost dataset, and customer-payable connection cost is not automatically programme-incremental CAPEX."
SRC-B10-OPUS-TITASZ-RRF-TIMING-2024,B10,Hálózatfejlesztésekkel teszi lehetővé újabb napelemek telepítését az OPUS TITÁSZ Zrt.,OPUS TITÁSZ Áramhálózati Zrt.,https://www.opustitasz.hu/tarsasagunk/sajtokozlemenyek-hirek/sajtokozlemenyek/halozatfejlesztesekkel-teszi-lehetove-ujabb-napelemek-telepiteset-az-opus-titasz-zrt,2024-09-30,2026-09-02,RRF-6.1.1-21-2022-00001 ex-ante timing snapshot,P4,OBS,HIGH,Official OPUS public communication; raw content remains external,,"Dated ex-ante timing authority for project RRF-6.1.1-21-2022-00001: 378 MW target by 2026-04-03 and expectation to meet/exceed it by that date. Not a generic delay model, completion probability, programme causality or CAPEX authority."
SRC-B06-HU-OFP-RRF-2024,B06,Otthonfelújítási Program RRF-REP-10.13.1-24,Magyar Fejlesztési Bank,https://www.mfb.hu/kozlemenyek/megjelent-az-otthonfelujitasi-program-lakossagi-energiahatekonysagi-beruhazasok-n1513,2024-06-18,2026-09-20,2024 programme,P1,POL,HIGH,Official public webpage; reuse terms require verification,,"Official Hungarian programme rule for at least 30% primary-energy reduction from pre-project state supported by a Hiteles Energetikai Tanúsítvány; gate authority only."
SRC-B06-HU-OFP-KEHOP-2026,B06,Energiamegtakarítást célzó otthonfelújítási programok családi házakhoz Budapesten és vidéken,Magyar Fejlesztési Bank,https://www.mfb.hu/energiamegtakaritast-celzo-otthonfelujitasi-programok-csaladi-hazakhoz-budapesten-es-videken-s2830,2026-01-21,2026-09-20,2026 current programme,P1,POL,HIGH,Official public webpage; reuse terms require verification,,"Current programme requires demonstrable at least 30% primary-energy savings per building and states financing may be recovered if the required post-project saving is not achieved; no completed-project microdata are inferred. P90 programme-page audit: the inspected official page states >=30% primary-energy saving and eligible measures including insulation/window replacement, but no building-level n50 target is stated there. Therefore the P90 airtightness target is not labelled an MFB eligibility requirement. P108 window-component use: the current official programme scope includes window replacement/energy-saving modernization as an eligible building-envelope action. This is action/programme authority only; realized replacement still requires the P64 completion chain."
SRC-B06-HU-RENOPONT-KESZTHELY,B06,Társasház felújítás Keszthelyen,Budapest Főváros / RenoPont,https://budapest.hu/api/file/doc/ta-rsasha-zi-laka-sok-a4-ka-zika-nyv-jav.pdf,undated,2026-09-20,2017-2018 case,P2,DER,MEDIUM,Public municipal PDF; reuse terms require verification,,"Bounded Hungarian case reports 220 to 126-129 kWh/m2a and 41-42.5% saving versus the 2017 base year. Context/calibration only."
SRC-B06-HU-RENOPONT-FAMILY-3600-1600,B06,Két generációs családi ház a 80-as évekből,Budapest Főváros / RenoPont,https://budapest.hu/api/file/doc/aha-energia-csaladi-hazak-kezikonyv.pdf,undated,2026-09-20,case year not stated,P2,OBS,MEDIUM,Public municipal PDF; reuse terms require verification,,"Bounded Hungarian case reports gas use 3600 to 1600 m3 (56%) after combined retrofit; weather normalisation and DHW separation are not stated, so no generic effect factor is admitted."
SRC-B06-HU-ZALAVAR-HET-ZBR-2015,B06,HET-00259140 / ZBR EH 09 pre-renovation calculation,Összefog / OÉNY-linked public certificate package,https://www.osszefog.hu/doc/6_melleklet_zalavar_u_4_hiteles_energetikai_tanusitvany.pdf,2015-04-21,2026-09-20,2015 pre-renovation residential calculation,P2,DER,HIGH,Public PDF; reuse terms require verification,,"Real Hungarian 19-dwelling residential building; same pre-renovation phase carries annual net heating demand inputs and a source-native 132.35 kW estimated design heat demand. No raw PDF committed."
SRC-B06-HU-EKR-18-2025,B06,18/2025. (VII. 31.) EM rendelet consolidated EKR execution rules,Nemzeti Jogszabálytár,https://njt.hu/jogszabaly/2025-18-20-8Y,2025-07-31,2026-09-20,current consolidated text,P1,POL,HIGH,Official legal text,,"Current Hungarian legal authority for record-level annual heating-demand/consumption evidence including HET-supported routes; does not itself provide a design-peak kW field. P88 section 2.8 authority: the official heat-recovery method applies 0.35*V*c*n_required*(eta_new-eta_old), so heat recovery acts on required ventilation flow; it does not establish national HRV prevalence or installed eta. P104 current window-compliance authority: current catalogue measures 1.2/1.4/1.6 are window-replacement routes (action type 1103), require RAL installation and post-action compliance with 9/2023 EKM Annex 1 U requirements. The technical record captures new opening type/U directly or via manufacturer/type/U performance declarations depending route, plus completion documentation. This qualifies a record-level verified specification/compliance route, not a public national cohort share. P109 taxonomy binding: current section 1.2 identifies measure type 1103 as building-structure renovation / window replacement and requires explicit technical parameters including old/new opening U values on the detailed route. KEHOP completion use of the MEKH category list can identify 1103 action class, but category identity alone is not proof that a HEM was created or registered."
SRC-B02-EU-ECODESIGN-VENTILATION-1253-2014,B02,Commission Regulation (EU) No 1253/2014 - ecodesign requirements for ventilation units,European Commission / EUR-Lex,https://eur-lex.europa.eu/eli/reg/2014/1253/oj/eng/pdf,2014-11-25,2026-09-22,2014 regulation referenced by current Hungarian EKR,P1,POL,HIGH,Official Journal of the European Union,,"Annex IV requires residential ventilation-unit product information to declare heat-recovery-system type and thermal efficiency. P88 uses that declared eta only as selected-product/procurement/project evidence; it is not a national population distribution and not proof of installed commissioned performance."
SRC-B06-HU-ZALAVAR-ZBR-PRE-2015,B06,ZBR EH 09 existing-state calculation for Zalavár u. 4,Összefogás Lakásszövetkezet / public project package,https://www.osszefog.hu/doc/3_melleklet_zalavar_4__energetikai_felmeres_meglevo_allapot.pdf,2015-04-21,2026-09-20,2015 pre-renovation,P2,DER,HIGH,Public PDF; reuse terms require verification,,"Same 19-dwelling real Hungarian building; PRE state carries source-native annual net heating demand 207172 kWh/a and design heat demand 132.35 kW under KESZ ZBR EH 09-3."
SRC-B06-HU-ZALAVAR-ZBR-POST-2015,B06,ZBR EH 09 planned post-renovation calculation for Zalavár u. 4,Összefogás Lakásszövetkezet / public project package,https://www.osszefog.hu/doc/4_melleklet_zalavar_4_energetikai_szamitas_felujitott_elotanusitvany.pdf,undated,2026-09-20,2015 planned post-renovation,P2,DER,HIGH,Public PDF; reuse terms require verification,,"Same building/method/design temperatures; planned POST carries source-native annual net heating demand 36687 kWh/a and design heat demand 46.47 kW. Planned design is not realized completion."
SRC-B06-HU-ZALAVAR-SCOPE-2015,B06,ZFR-TH/15 Zalavár u. 4 approved intervention scope,Összefogás Lakásszövetkezet,https://www.osszefog.hu/doc/16_melleklet_zalavar_4_nfm_palyzathoz_kozgyulesi_jkv_minta.pdf,2015-04-23,2026-09-20,2015 project scope,P2,OBS,HIGH,Public PDF; reuse terms require verification,,"Documents same-building intervention scope: facade/roof/basement-ceiling insulation, window replacement and air inlets. Scope evidence only; no completion claim."
SRC-B06-HU-TABULA-TYPOLOGY-2014,B06,Lakóépület tipológia Magyarországon / National Typology of Residential Buildings in Hungary,Budapesti Műszaki és Gazdaságtudományi Egyetem / EPISCOPE,https://episcope.eu/fileadmin/tabula/public/docs/brochure/HU_TABULA_TypologyBrochure_BME.pdf,2014-10-13,2026-09-20,2014 typology brochure,P2,DER,MEDIUM,Public research publication; reuse terms require verification,,"Hungarian type/age and refurbishment-state modelling reference. The brochure explicitly treats example buildings as illustrative rather than statistically representative, so it validates applicability axes and effect-shape differences only; no household or national factor is inferred."
SRC-B06-HU-KEHOP-417-COMPLETION-2025,B06,KEHOP Plusz-4.1.7-24 Felhívás – realized completion and result verification,Magyar Fejlesztési Bank / public copy of MFB document,https://epito.turszol.hu/wp-content/uploads/2025/10/kehop-plusz-417-24-felhivas-hatalyos-20251015-tol.pdf,2025-10-15,2026-09-20,2025-10-15 programme version,P2,POL,HIGH,Public MFB-branded programme document mirrored by third party; canonical programme page remains MFB/palyazat.gov.hu,,"Defines physical-completion/last-draw proof and post-completion final-HET result verification. Used as programme-process authority, not as evidence that any specific dwelling completed a retrofit. P108 component-specific bridge authority: the admitted completion chain binds realized scope, itemized final invoice and performance confirmation to the same project/site as the final HET and supporting final energy calculation. When realized scope explicitly includes window replacement and the final calculation or installed-product declaration carries window U evidence linked to that scope, the record can support component-specific post-state performance. This still does not expose a public national completed-project microdataset. P109 completion-indicator cohort authority: the 2025-10-15 call requires project-level data at physical completion for the professional indicator 'Energiahatékonysági intézkedés kategória', using the current MEKH category list based on the energy certificate. Under 18/2025 EM, window replacement is exact measure category 1103. This proves an administrative 1103 cohort key for completed 4.1.7 projects but does not expose the cohort publicly or supply component U by itself. P110 access-layer implication: because the 1103-capable professional indicator is reported at physical completion, the preferred cohort denominator is the completed-project administration/FAIR layer rather than application intake or public programme status."
SRC-B06-MCS-021-2-1-2015,B06,MCS 021 Heat Emitter Guide for Domestic Heat Pumps,MCS,https://mcscertified.com/wp-content/uploads/2025/06/MCS-021-Issue-2.1-Heat-Emitter-Guide.pdf,2015-05-01,2026-09-20,Issue 2.1,P1,POL,HIGH,Official public guidance; reuse terms require verification,,"Dwelling-specific emitter method authority. The process is repeated for all heated rooms and combines room heat loss with emitter output to determine flow temperature. Method-shape authority only; not a Hungarian stock factor or building default. P98 category authority: the official emitter guide is dwelling/room specific and publishes flow-temperature design bands including <=35, 36-40, 41-45, 46-50 and 51-55 C (and higher bands). P98 uses only the <=55 bands as a prospective reference-programme set; the guide does not authorize a Hungarian population distribution or a 55 C physical equipment limit."
SRC-B06-HU-ULLOI411-MEP-2024,B06,1181 Budapest Üllői út 411 – 12 lakásos társasház épületgépészeti engedélyezési terv,Balogh András G-T-01-13184 / public developer-hosted design,https://marcsellohazak.hu/wp-content/uploads/2025/02/Gepeszeti-engedely-1.pdf,2024-07-23,2026-09-20,2024 design,P2,DER,HIGH,Public design PDF; reuse terms require verification,,"Real Hungarian residential design validation: -13 C design outdoor temperature; 47.3 kW building heat loss; heat-pump 45/40 C rating point; apartment underfloor-heating 40/35 C; hydraulic balancing described. New-build design, not retrofit evidence and not an engine default. P98 Hungarian design validation: source-native 40/35 C apartment underfloor-heating design and 45/40 C heat-pump point demonstrate that low-temperature hydronic design values inside the P98 envelope occur in a real Hungarian residential design. New-build validation only; no national default is inferred."
SRC-B02-BME-RBSM-2026,B02,Development and Parametric Analysis of Hungary's Residential Building Stock Model on the Example of an Archetype Building,Budapest University of Technology and Economics,https://pp.bme.hu/me/article/view/43518,2026-02-24,2026-09-20,2026 model / EPC-derived input distributions,P1,DER,HIGH,CC BY,,"2026 Hungarian RBSM uncertainty/sensitivity framework using EPC-derived envelope/system characteristics. Inspected publication parameterizes a traditional gas-boiler archetype and publishes heating-system-efficiency distributions; no radiator/surface-heating/fan-coil emitter-class or design-temperature distribution is published The paper also states that the representative 2029-building KEOP survey underlies 23 synthetic average buildings (12 single-family, 11 multi-family), with geometry/building-physics characteristics built from certificate-database averages. For the examined Type-5 family house it publishes 103.4 m2 heated floor area and filtered EPC-derived envelope distributions. It explicitly reports no reliable survey distribution for thermal bridges and some geometry parameters; these remain Q rather than receiving defaults. P87 exact ventilation calibration: the Type-5 archetype derives ventilation from 30 m3/h/person and REKK occupant counts, fits a truncated lognormal over the source-derived 0.110-0.860 1/h range, and reports infiltration as Normal(mu=0.280 1/h, sigma=0.100 1/h). These are Type-5 empirical calibration parameters, not all-stock post-retrofit distributions. P103 exact Type-5 window calibration: EPC-derived window U data were filtered to 1.10-4.00 W/m2K and fitted as Normal(mu=2.518, sigma=0.670 W/m2K). This is the full Type-5 EPC window set, not a replaced-window subset and not a national all-archetype distribution. P106 preserves this as validation-only for the non-EKR branch: the paper uses certification-database window U values filtered to 1.10-4.00 W/m2K and fits a Normal distribution for the investigated Type-5 archetype, but the model intentionally represents original/uninsulated stock and is not a replaced-window subset or all-archetype national performance distribution."
SRC-B02-ENERGIAKLUB-LAKCIMKE-2010,B02,Lakcímke – Avagy hogyan lesz otthonunk energiatudatos?,Energiaklub,https://lakcimke.energiaklub.hu/lakcimke.pdf,2010-01-01,2026-09-20,2010 professional guidance,P2,DER,MEDIUM,Public professional guidance; exact reuse terms not used for binary redistribution,,Qualitative Hungarian heating-system engineering context: central heating is predominantly hot-water radiator heating with fewer floor/other surface systems; surface heating is described around 40 C; central radiator heating is described as the most widespread high-temperature solution. No numeric national prevalence is published.
SRC-B02-KSH-OSAP-1831-2026,B02,"OSAP 1831 – Megfigyelt építési munkák – Épületek, 2026 segédlet",Központi Statisztikai Hivatal,https://www.ksh.hu/docs/hun/info/02osap/2026/segedlet/s261831.pdf,undated,2026-09-20,2026,P1,POL,HIGH,Official KSH publication; source attribution required,,"Official current construction-work taxonomy distinguishes 1-22-02 padlófűtés, 1-22-03 radiátoros fűtés and 1-22-04 fan-coil szerelése. It proves current taxonomy only. OSAP 1831 is quarterly construction-price statistics based on representative construction items reported by selected construction firms; it does not provide installed residential-stock prevalence or national installation volumes."
SRC-B02-EHI-HMR-2024-SURFACE-PENETRATION,B02,Heating Market Report 2024 – surface heating & cooling penetration maps,Association of the European Heating Industry,https://ehi.eu/wp-content/uploads/2025/04/HMR2024_web.pdf,undated,2026-09-20,"Heating Market Report 2024; figure reference year not explicit",P2,DER,HIGH,Public industry-association report; binary redistribution not assumed,,"Figure 50 apartments and Figure 51 houses classify Hungary in the 33%-66% Medium Penetration band for surface heating & cooling. The map is binned market-intelligence evidence, not a point estimate. Report context defines surface systems as hydronic floor/wall/ceiling systems operating around 35/28 C; radiator section states modern radiators can operate around 55 C or lower while traditional systems used 70-80 C. Temperature statements are technology guidance, not Hungarian population weights. P98 temperature-envelope support: report technology context describes hydronic surface heating around 35/28 C and modern radiators around 55 C or lower. These values support the prospective low-temperature programme envelope only; they are not Hungarian design-temperature weights."
SRC-B02-EHI-EPBD-LOW-TEMP-EMITTERS-2021,B02,EHI proposal for low-temperature emitters under the EPBD,Association of the European Heating Industry,https://ehi.eu/wp-content/uploads/2021/12/EHI_EPBD_position_paper_-_final_w_annex.pdf,undated,2026-09-20,December 2021 position paper,P2,POL,HIGH,Public industry-association position paper; binary redistribution not assumed,,"EHI states that heating-water temperature is not an emitter-specific feature but a building/heating-system design and operation feature; design temperatures depend on heat/cooling load and operating temperatures vary with the heating curve. Used as semantic/method boundary only, not Hungarian population evidence."
SRC-B02-FRAUNHOFER-HP-TEMP-META-2023,B02,Heat Pump Systems in Existing Multifamily Buildings – temperature and performance meta-analysis,Fraunhofer ISE / University of Freiburg,https://doi.org/10.1002/ente.202300379,2023-07-31,2026-09-20,field-measurement meta-analysis 2023,P1,DER,HIGH,Open Access article; upstream Wiley terms apply,,"Meta-analysis covers more than 50 residential heat pumps. It reports radiator, floor-heating and mixed systems; field subset n=9 floor, n=14 radiator, n=23 mixed. Mean HP temperatures were 33.2 C floor, 38.4 C mixed and 38.9 C radiators; heating curves vary within categories. Used for engineering validation, not Hungarian prevalence. P98 validation: observed mean HP temperatures 33.2 C floor, 38.4 C mixed and 38.9 C radiator confirm real low-temperature operation and overlap between emitter categories. These are operating means, not design-point lower/upper bounds and not Hungarian prevalence."
SRC-B02-DESNZ-EOH-PDI-2024,B02,Electrification of Heat Project - Property Design and Installation Information,Department for Energy Security and Net Zero / Energy Systems Catapult,https://usmart.ai/organisation/esc/discovery/5325ef18-9cd1-493c-beae-e278d8998400,undated,2026-09-21,"uSmart dataset GUID 5325ef18-9cd1-493c-beae-e278d8998400; final project dataset",P1,OBS,HIGH,Open Government Licence,,"Source-native participant/home-survey/system-design/installation fields with common Property_ID. Current catalogue is OGL. P67 derives only aggregate conditional response statistics; no raw dataset is committed. Analysed transport mirror installed subset reconciles exactly to the official 742-system final cohort and reproduces the official rounded 93% emitter-replacement finding."
SRC-B02-DESNZ-EOH-PERF-2024,B02,Electrification of Heat Project - Heat Pump Performance Data Summary,Department for Energy Security and Net Zero / Energy Systems Catapult,https://usmart.ai/organisation/esc/discovery/6a5e5753-aaff-455e-8b3b-8ee282010261,2024-12-19,2026-09-21,"current catalogue last updated 2025-10-03; 742 records",P1,DER,HIGH,Open Government Licence,,"742-record performance summary with Property_ID linkage. Catalogue states approximately 2-minute monitoring between October 2020 and September 2023 followed by cleansing quality checking and analysis. P67 uses mean space-heating flow temperature and SPFH4 only as realized-operation response validation; SPFH4 is not design-point COP."
SRC-B02-HU-KEHOP-417-MAX-COST-2025,B02,KEHOP Plusz-4.1.7-24 Felhívás - 1. melléklet maximális fajlagos költségek,Magyar Fejlesztési Bank,https://epito.turszol.hu/wp-content/uploads/2025/10/kehop-plusz-417-24-felhivas-hatalyos-20251015-tol.pdf,2025-10-15,2026-09-21,"Hatályos 2025. október 15-től; Annex 1",P1,POL,HIGH,"Public MFB-branded programme document mirrored by third party; canonical current programme page is MFB/palyazat.gov.hu",,"Annex 1 publishes gross material/labour maximums: emitter replacement package 1,422,400 + 2,133,600 = 3,556,000 HUF/set; air-water heat-pump system 6,438,980 + 2,112,867 = 8,551,847 HUF/set; floor heating 18,034 + 19,050 = 37,084 HUF/m2; ceiling heating/cooling 19,050 + 31,750 = 50,800 HUF/m2. These are official programme ceilings, not market-average or realized prices. Current call sections 3.4.1.2-3.4.1.3 also permit secondary-circuit adaptation, heat-emitter modernization or replacement, and automatic central/local controls; Annex 1 still provides no separate reuse-only price line. P98 programme-action support: current programme material permits secondary-circuit adaptation and emitter modernization/replacement, so a prospective <=55 C design ceiling may trigger emitter/hydraulic adaptation rather than forcing an unsupported high-temperature default. Programme scope/cost authority does not prove realized design temperature."
SRC-B02-DESNZ-EOH-INSTALL-REPORT-2022,B02,Electrification of Heat Demonstration Project - Home Surveys and Install Report,Department for Business Energy and Industrial Strategy / Energy Systems Catapult,https://es.catapult.org.uk/wp-content/uploads/2022/12/BEIS-Electrification-of-Heat-Home-Survey-and-Install-Report.pdf,2022-12-02,2026-09-21,"Section 6.3.2 Heat emitter upgrades; final 742-installation project cohort",P1,DER,HIGH,Public report; source reuse subject to publisher terms,,"Official report states 93% of installed homes had new heat emitters installed and that replacement was not always necessary. It says new emitters were usually standard or low-temperature radiators and notes contractor evidence that all existing emitters tended to be replaced when new emitters were fitted was anecdotal because the number of existing radiators was not recorded. P69 therefore uses the report for installation-event semantics only, not room-level subtype or Hungarian prevalence."
SRC-B02-HU-EKR-211-SECONDARY-HEATING-2026,B02,"18/2025. (VII. 31.) EM rendelet - 2.11 Szekunder oldali fűtés rekonstrukció","Nemzeti Jogszabálytár / Energiaügyi Minisztérium",https://njt.hu/jogszabaly/2025-18-20-8Y,2025-07-31,2026-09-21,"current consolidated text; section 2.11",P1,POL,HIGH,Official legal text,,"Current 2.11 defines the secondary-side action family, hydraulic-balancing requirement and conditional large-water-volume cast-iron radiator replacement. Its source-native accounting cases use 4/6/10% base values, conditional +3% with all relevant cast-iron radiators replaced and at least 7 C supply-temperature reduction, and +1% reflector effect. Introduction of a new heating energy carrier is an exclusion, so these percentages are not direct AWHP programme-response authority."
SRC-B02-HU-KEHOP-417-PROGRAMME-2026,B02,KEHOP Plusz-4.1.7-24 Otthonfelújítási Program 2025 - Budapesten kívüli ingatlanokhoz,Magyar Fejlesztési Bank,https://cms.mfb.hu/maganszemelyek/kehop-plusz-417-24-otthonfelujitasi-program-2025--budapesten-kivuli-ingatlanokhoz-t240-p240,undated,2026-09-21,current programme page,P1,POL,HIGH,Official MFB programme page; reuse terms require verification,,"Current official scope/status page. The programme family-house scope is narrower than the entire national P73 nonreuse population; used for scope boundary only. Numeric Annex 1 ceilings remain under SRC-B02-HU-KEHOP-417-MAX-COST-2025."
SRC-B02-HU-KEHOP-417-418-SCOPE-2026,B02,Energiamegtakarítást célzó otthonfelújítási programok családi házakhoz Budapesten és vidéken,Magyar Fejlesztési Bank,https://www.mfb.hu/energiamegtakaritast-celzo-otthonfelujitasi-programok-csaladi-hazakhoz-budapesten-es-videken-s2830,2026-01-21,2026-09-21,current 4.1.7-24 + 4.1.8-24 programme property scope,P1,POL,HIGH,Official MFB public page; reuse terms require verification,,"MFB states that 4.1.7 covers outside Budapest and 4.1.8 covers Budapest and that the programmes concern occupied one- and multi-dwelling family houses built and permitted before 2007. Used only for structural property/geography scope; current funding availability and applicant/project legal eligibility are separate. P109 national programme-family boundary: 4.1.7 covers outside Budapest and 4.1.8 covers Budapest. The completion-indicator cohort contract therefore admits both programmes for national KEHOP geography, while preserving programme code as an exact field."

SRC-B02-HU-EPISCOPE-AVERAGE-BUILDING-METHOD,B02,Concept of Average Buildings,EPISCOPE / Institut Wohnen und Umwelt,https://episcope.eu/monitoring/average-buildings/,undated,2026-09-21,average-building methodology,P2,DER,HIGH,Public research project webpage; reuse terms require verification,,"Defines synthetical average buildings as theoretical buildings whose geometric and thermophysical characteristics equal the averages of the represented stock subgroup. Method authority only; does not make any particular example building nationally representative."
SRC-B02-HU-EPISCOPE-BUDAORS-AVERAGE-2015,B02,EPISCOPE Hungary local case - national average buildings applied in Budaors,BME / EPISCOPE,https://episcope.eu/fileadmin/episcope/public/docs/average-buildings/HU_L_01_EPISCOPE_CaseStudy_TABULA_Local.pdf,undated,2026-09-21,2015 Budaors local case using national average-building model,P2,DER,MEDIUM,Public research project PDF; reuse terms require verification,,"States that national average buildings from a BME model based on a survey of about 2000 buildings were applied to the 2015 Budaors case. Contains average-building geometry/thermophysical fields but is historical/local calibration, not current national prevalence or post-retrofit observation."
SRC-B02-HU-CSOKNYAI-HOUSING-STOCK-DISSERTATION-2022,B02,A magyarországi lakóépület-állomány energetikai modellezése a korszerűsítés lehetőségei,Csoknyai Tamás / BME / MTA doktori értekezés,https://real-d.mtak.hu/1472/7/dc_2011_22_doktori_mu.pdf,undated,2026-09-21,"KEOP 2015 survey; dissertation synthesis through 2022",P2,DER,HIGH,Public MTA repository doctoral dissertation; reuse terms require verification,,"Documents the representative 2029-building KEOP survey, 398 fields per building, 23-type synthetic-average matrix, type-level geometry/building-physics processing and validation. Table 8.3 publishes component U-value statistics for all 23 types. Historical baseline/model authority only; not a direct 2026 post-retrofit stock observation. Table 8.3 supplies type-level renovated/unrenovated component U-value statistics; Table 9.1 supplies the dissertation reference-retrofit U requirements; section 9.2.4.2 explicitly evaluates air-to-water heat-pump cases with unchanged and reference-retrofitted envelopes. These remain historical/model authorities, not direct 2026 stock observations or current legal requirements. P102 source qualification: section 8.2 / Table 8.3 explicitly separates renovated and unrenovated component mean U-values by type. The author states that renovated averages must be treated with caution because renovated-case counts are generally low, and deliberately leaves results N/A where occurrence is very low or zero. P102 therefore uses these as historical synthetic-type calibration only, never as current household U observations."
SRC-B02-MSZ-24140-2026,B02,MSZ 24140:2026 Épületek és épülethatároló szerkezetek hő- és nedvességtechnikai számításai,Magyar Szabványügyi Testület,https://ugyintezes.mszt.hu/webaruhaz/szabvany-adatok?standard=152860,2026-04-01,2026-09-22,current from 2026-04-01,P1,POL,HIGH,Copyrighted standard; metadata/public summary only; standard text not stored,,"MSZT official metadata confirms MSZ 24140:2026 became valid on 2026-04-01 and replaced MSZ 24140:2015. MSZT public news confirms a new map gives guiding design outdoor temperatures for heating heat-load calculation. Exact copyrighted F1 map geometry is not republished in this repository. P97 national-envelope authority: official MSZT metadata remains the primary authority for the current standard identity/effective date and existence of the revised design-temperature map. P97 does not republish or reconstruct the copyrighted F1 geometry; it propagates the complete current zone domain as a set-valued national reference-programme input."
SRC-B02-BIMLINE-MSZ24140-2026,B02,Az MSZ-04-140-től az EN 12831-ig – MSZ 24140:2026 új méretezési hőmérséklet-térképe,BIMLine Gépész Kft.,https://www.bimline.hu/blog/msz-04-140-tol-az-en-12831-ig-msz-24140-2026-uj-meretezesi-homerseklet-terkep/,2026-09-03,2026-09-22,MSZ 24140:2026 public technical interpretation,P2,DER,MEDIUM,Public technical article; exact standard/map copyright not assumed,,"Public engineering interpretation reports current F1 map zones -12/-11/-10 C, named city control points, and section 6.4.2 application caveats (>30000 population and <=300 m baseline scope plus project-specific local/risk adjustments). Secondary interpretation is not a substitute for exact project-level standard access. P97 set-valued national inference: the public technical interpretation supplies the complete current F1 zone value set -12/-11/-10 C and the already-frozen baseline-scope caveats (>30000 population, <=300 m, project/local adjustments). P97 uses the full zone set for bounded national reference-programme propagation and explicitly does not convert it into exact settlement/project authority."

