record_id,weather_profile_id,station_id,timestamp_utc,outdoor_temperature_C,temperature_source_variable,instantaneous_temperature_C,relative_humidity_pct,hourly_min_temperature_C,hourly_max_temperature_C,evidence_status,source_id,retrieved_at
B05-WX-15558,B05-REF-OBS-2025-44527,44527,2025-10-11T05:00:00Z,12.9,ta,12.8,73,12.8,13,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15559,B05-REF-OBS-2025-44527,44527,2025-10-11T06:00:00Z,13.1,ta,13.3,72,12.8,13.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15560,B05-REF-OBS-2025-44527,44527,2025-10-11T07:00:00Z,14,ta,14.7,66,13.3,14.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15561,B05-REF-OBS-2025-44527,44527,2025-10-11T08:00:00Z,14.8,ta,14.9,65,14.7,15,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15562,B05-REF-OBS-2025-44527,44527,2025-10-11T09:00:00Z,15.1,ta,15.4,64,14.9,15.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15563,B05-REF-OBS-2025-44527,44527,2025-10-11T10:00:00Z,15.5,ta,15.9,62,15.3,15.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15564,B05-REF-OBS-2025-44527,44527,2025-10-11T11:00:00Z,16.4,ta,17.1,57,15.7,17.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15565,B05-REF-OBS-2025-44527,44527,2025-10-11T12:00:00Z,17.9,ta,18.4,52,16.8,18.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15566,B05-REF-OBS-2025-44527,44527,2025-10-11T13:00:00Z,18.3,ta,17.8,53,17.7,18.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15567,B05-REF-OBS-2025-44527,44527,2025-10-11T14:00:00Z,17.7,ta,17,57,17,18.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15568,B05-REF-OBS-2025-44527,44527,2025-10-11T15:00:00Z,16.7,ta,16.3,60,16.3,17.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15569,B05-REF-OBS-2025-44527,44527,2025-10-11T16:00:00Z,16.1,ta,15.7,63,15.7,16.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15570,B05-REF-OBS-2025-44527,44527,2025-10-11T17:00:00Z,15.5,ta,15.2,68,15.2,15.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15571,B05-REF-OBS-2025-44527,44527,2025-10-11T18:00:00Z,15.2,ta,15,69,15,15.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15572,B05-REF-OBS-2025-44527,44527,2025-10-11T19:00:00Z,14.7,ta,14.4,71,14.4,15.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15573,B05-REF-OBS-2025-44527,44527,2025-10-11T20:00:00Z,14.2,ta,14.3,71,14.1,14.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15574,B05-REF-OBS-2025-44527,44527,2025-10-11T21:00:00Z,13.7,ta,13,75,13,14.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15575,B05-REF-OBS-2025-44527,44527,2025-10-11T22:00:00Z,12,ta,11.6,81,11.6,12.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15576,B05-REF-OBS-2025-44527,44527,2025-10-11T23:00:00Z,11.6,ta,12.2,79,10.9,12.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15577,B05-REF-OBS-2025-44527,44527,2025-10-12T00:00:00Z,11.7,ta,11.8,81,11.2,12.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15578,B05-REF-OBS-2025-44527,44527,2025-10-12T01:00:00Z,11.5,ta,11.5,80,11.4,11.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15579,B05-REF-OBS-2025-44527,44527,2025-10-12T02:00:00Z,10.5,ta,10.2,85,9.9,11.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15580,B05-REF-OBS-2025-44527,44527,2025-10-12T03:00:00Z,10.7,ta,10.6,82,10.3,10.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15581,B05-REF-OBS-2025-44527,44527,2025-10-12T04:00:00Z,10.6,ta,10.5,82,10.4,10.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15582,B05-REF-OBS-2025-44527,44527,2025-10-12T05:00:00Z,10.5,ta,10.3,82,10.3,10.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15583,B05-REF-OBS-2025-44527,44527,2025-10-12T06:00:00Z,10.4,ta,11.2,79,10.1,11.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15584,B05-REF-OBS-2025-44527,44527,2025-10-12T07:00:00Z,12.3,ta,13.2,72,11.2,13.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15585,B05-REF-OBS-2025-44527,44527,2025-10-12T08:00:00Z,14,ta,14.9,65,13.2,14.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15586,B05-REF-OBS-2025-44527,44527,2025-10-12T09:00:00Z,15.6,ta,16,58,14.9,16.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15587,B05-REF-OBS-2025-44527,44527,2025-10-12T10:00:00Z,16.2,ta,16,55,15.7,17.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15588,B05-REF-OBS-2025-44527,44527,2025-10-12T11:00:00Z,16.1,ta,15.9,54,15.8,16.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15589,B05-REF-OBS-2025-44527,44527,2025-10-12T12:00:00Z,15.9,ta,15.9,53,15.6,16.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15590,B05-REF-OBS-2025-44527,44527,2025-10-12T13:00:00Z,16.5,ta,16.5,50,15.9,16.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15591,B05-REF-OBS-2025-44527,44527,2025-10-12T14:00:00Z,16.5,ta,16,50,16,16.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15592,B05-REF-OBS-2025-44527,44527,2025-10-12T15:00:00Z,15.4,ta,14.7,56,14.7,16.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15593,B05-REF-OBS-2025-44527,44527,2025-10-12T16:00:00Z,14.3,ta,13.9,58,13.9,14.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15594,B05-REF-OBS-2025-44527,44527,2025-10-12T17:00:00Z,13.7,ta,13.5,59,13.5,13.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15595,B05-REF-OBS-2025-44527,44527,2025-10-12T18:00:00Z,13.3,ta,13,60,12.9,13.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15596,B05-REF-OBS-2025-44527,44527,2025-10-12T19:00:00Z,12.2,ta,11.4,66,11.4,13,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15597,B05-REF-OBS-2025-44527,44527,2025-10-12T20:00:00Z,11.5,ta,11.4,67,11.2,11.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15598,B05-REF-OBS-2025-44527,44527,2025-10-12T21:00:00Z,11.1,ta,12.1,65,9.8,12.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15599,B05-REF-OBS-2025-44527,44527,2025-10-12T22:00:00Z,12.1,ta,12,67,11.9,12.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15600,B05-REF-OBS-2025-44527,44527,2025-10-12T23:00:00Z,11.8,ta,11.6,69,11.5,12,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15601,B05-REF-OBS-2025-44527,44527,2025-10-13T00:00:00Z,11.6,ta,11.6,71,11.5,11.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15602,B05-REF-OBS-2025-44527,44527,2025-10-13T01:00:00Z,11.4,ta,11.3,72,11.3,11.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15603,B05-REF-OBS-2025-44527,44527,2025-10-13T02:00:00Z,11.3,ta,11.2,73,11.2,11.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15604,B05-REF-OBS-2025-44527,44527,2025-10-13T03:00:00Z,10.9,ta,10.4,77,10.4,11.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15605,B05-REF-OBS-2025-44527,44527,2025-10-13T04:00:00Z,10.3,ta,10.3,78,10.2,10.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15606,B05-REF-OBS-2025-44527,44527,2025-10-13T05:00:00Z,10.3,ta,10.2,80,10.2,10.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15607,B05-REF-OBS-2025-44527,44527,2025-10-13T06:00:00Z,10.5,ta,11,78,10.2,11,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15608,B05-REF-OBS-2025-44527,44527,2025-10-13T07:00:00Z,11.6,ta,12.4,73,11,12.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15609,B05-REF-OBS-2025-44527,44527,2025-10-13T08:00:00Z,13.1,ta,14.1,66,12.4,14.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15610,B05-REF-OBS-2025-44527,44527,2025-10-13T09:00:00Z,15.1,ta,15.6,57,14.2,15.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15611,B05-REF-OBS-2025-44527,44527,2025-10-13T10:00:00Z,16.2,ta,17,54,15.6,17,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15612,B05-REF-OBS-2025-44527,44527,2025-10-13T11:00:00Z,16.5,ta,16,56,16,17.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15613,B05-REF-OBS-2025-44527,44527,2025-10-13T12:00:00Z,16.6,ta,16.8,53,16,17.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15614,B05-REF-OBS-2025-44527,44527,2025-10-13T13:00:00Z,16.8,ta,16.8,52,16.4,17.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15615,B05-REF-OBS-2025-44527,44527,2025-10-13T14:00:00Z,16.9,ta,16.8,53,16.7,17.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15616,B05-REF-OBS-2025-44527,44527,2025-10-13T15:00:00Z,16.8,ta,16.3,57,16.3,17.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15617,B05-REF-OBS-2025-44527,44527,2025-10-13T16:00:00Z,16,ta,15.5,60,15.5,16.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15618,B05-REF-OBS-2025-44527,44527,2025-10-13T17:00:00Z,14.7,ta,14.2,66,14.2,15.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15619,B05-REF-OBS-2025-44527,44527,2025-10-13T18:00:00Z,13.9,ta,12.6,65,12.6,14.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15620,B05-REF-OBS-2025-44527,44527,2025-10-13T19:00:00Z,11.8,ta,12.4,60,10.8,12.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15621,B05-REF-OBS-2025-44527,44527,2025-10-13T20:00:00Z,12.1,ta,11.5,57,11.5,12.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15622,B05-REF-OBS-2025-44527,44527,2025-10-13T21:00:00Z,10.6,ta,9.4,70,9.4,11.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15623,B05-REF-OBS-2025-44527,44527,2025-10-13T22:00:00Z,8.4,ta,7.8,84,7.8,9.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15624,B05-REF-OBS-2025-44527,44527,2025-10-13T23:00:00Z,7.3,ta,6.8,84,6.8,7.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15625,B05-REF-OBS-2025-44527,44527,2025-10-14T00:00:00Z,6.4,ta,6,85,5.9,6.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15626,B05-REF-OBS-2025-44527,44527,2025-10-14T01:00:00Z,6.6,ta,6.7,80,6,7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15627,B05-REF-OBS-2025-44527,44527,2025-10-14T02:00:00Z,6.7,ta,6.7,78,6.5,6.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15628,B05-REF-OBS-2025-44527,44527,2025-10-14T03:00:00Z,6.3,ta,6,77,6,6.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15629,B05-REF-OBS-2025-44527,44527,2025-10-14T04:00:00Z,5.7,ta,5.7,78,5.5,5.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15630,B05-REF-OBS-2025-44527,44527,2025-10-14T05:00:00Z,5.3,ta,5.1,82,5,5.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15631,B05-REF-OBS-2025-44527,44527,2025-10-14T06:00:00Z,5.7,ta,7.1,74,5.1,7.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15632,B05-REF-OBS-2025-44527,44527,2025-10-14T07:00:00Z,8,ta,9.1,66,7.2,9.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15633,B05-REF-OBS-2025-44527,44527,2025-10-14T08:00:00Z,10.2,ta,11.3,58,9.2,11.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15634,B05-REF-OBS-2025-44527,44527,2025-10-14T09:00:00Z,11.6,ta,12.4,51,11,12.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15635,B05-REF-OBS-2025-44527,44527,2025-10-14T10:00:00Z,12.7,ta,13.2,47,12.3,13.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15636,B05-REF-OBS-2025-44527,44527,2025-10-14T11:00:00Z,13.8,ta,14.2,44,13,14.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15637,B05-REF-OBS-2025-44527,44527,2025-10-14T12:00:00Z,14.9,ta,15.2,41,14.2,15.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15638,B05-REF-OBS-2025-44527,44527,2025-10-14T13:00:00Z,15.3,ta,15.1,40,14.8,16.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15639,B05-REF-OBS-2025-44527,44527,2025-10-14T14:00:00Z,15.5,ta,15,38,14.9,15.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15640,B05-REF-OBS-2025-44527,44527,2025-10-14T15:00:00Z,14.8,ta,14.3,42,14.3,15.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15641,B05-REF-OBS-2025-44527,44527,2025-10-14T16:00:00Z,14,ta,13.7,44,13.7,14.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15642,B05-REF-OBS-2025-44527,44527,2025-10-14T17:00:00Z,13.4,ta,12.9,46,12.9,13.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15643,B05-REF-OBS-2025-44527,44527,2025-10-14T18:00:00Z,12.2,ta,11.5,57,11.5,12.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15644,B05-REF-OBS-2025-44527,44527,2025-10-14T19:00:00Z,10.7,ta,9.8,68,9.8,11.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15645,B05-REF-OBS-2025-44527,44527,2025-10-14T20:00:00Z,10.1,ta,10.9,65,9.8,10.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15646,B05-REF-OBS-2025-44527,44527,2025-10-14T21:00:00Z,11.1,ta,10.9,64,10.7,11.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15647,B05-REF-OBS-2025-44527,44527,2025-10-14T22:00:00Z,10.7,ta,10.1,71,10.1,11,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15648,B05-REF-OBS-2025-44527,44527,2025-10-14T23:00:00Z,9.9,ta,9.6,69,9.5,10.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15649,B05-REF-OBS-2025-44527,44527,2025-10-15T00:00:00Z,9.1,ta,8.9,73,8.9,9.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15650,B05-REF-OBS-2025-44527,44527,2025-10-15T01:00:00Z,9,ta,9.2,72,8.9,9.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15651,B05-REF-OBS-2025-44527,44527,2025-10-15T02:00:00Z,8.9,ta,8.9,74,8.8,9.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15652,B05-REF-OBS-2025-44527,44527,2025-10-15T03:00:00Z,8.7,ta,8.3,77,8.3,8.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15653,B05-REF-OBS-2025-44527,44527,2025-10-15T04:00:00Z,8.1,ta,7.8,81,7.8,8.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15654,B05-REF-OBS-2025-44527,44527,2025-10-15T05:00:00Z,8.2,ta,8.2,78,7.9,8.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15655,B05-REF-OBS-2025-44527,44527,2025-10-15T06:00:00Z,8.4,ta,8.9,76,8.1,8.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15656,B05-REF-OBS-2025-44527,44527,2025-10-15T07:00:00Z,9.6,ta,10,70,9,10,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15657,B05-REF-OBS-2025-44527,44527,2025-10-15T08:00:00Z,10.6,ta,11.1,65,10,11.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15658,B05-REF-OBS-2025-44527,44527,2025-10-15T09:00:00Z,12,ta,13,59,11.1,13,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15659,B05-REF-OBS-2025-44527,44527,2025-10-15T10:00:00Z,13.4,ta,13.7,54,12.8,13.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15660,B05-REF-OBS-2025-44527,44527,2025-10-15T11:00:00Z,14,ta,14.3,53,13.6,14.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15661,B05-REF-OBS-2025-44527,44527,2025-10-15T12:00:00Z,14.5,ta,15,50,14.2,15,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15662,B05-REF-OBS-2025-44527,44527,2025-10-15T13:00:00Z,15.1,ta,14.8,51,14.8,15.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15663,B05-REF-OBS-2025-44527,44527,2025-10-15T14:00:00Z,14.7,ta,14.9,51,14.6,15,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15664,B05-REF-OBS-2025-44527,44527,2025-10-15T15:00:00Z,14.7,ta,14.2,53,14.2,15,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15665,B05-REF-OBS-2025-44527,44527,2025-10-15T16:00:00Z,12.8,ta,11.5,68,11.5,14.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15666,B05-REF-OBS-2025-44527,44527,2025-10-15T17:00:00Z,11,ta,10.6,72,10.6,11.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15667,B05-REF-OBS-2025-44527,44527,2025-10-15T18:00:00Z,10.9,ta,11.2,71,10.6,11.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15668,B05-REF-OBS-2025-44527,44527,2025-10-15T19:00:00Z,11,ta,10.6,72,10.6,11.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15669,B05-REF-OBS-2025-44527,44527,2025-10-15T20:00:00Z,10.5,ta,10.4,70,10.4,10.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15670,B05-REF-OBS-2025-44527,44527,2025-10-15T21:00:00Z,10.2,ta,10.2,67,10,10.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15671,B05-REF-OBS-2025-44527,44527,2025-10-15T22:00:00Z,9.6,ta,9.3,72,9.1,10.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15672,B05-REF-OBS-2025-44527,44527,2025-10-15T23:00:00Z,9.4,ta,9.5,72,9.2,9.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15673,B05-REF-OBS-2025-44527,44527,2025-10-16T00:00:00Z,9.3,ta,9.3,74,9.2,9.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15674,B05-REF-OBS-2025-44527,44527,2025-10-16T01:00:00Z,9.5,ta,9.4,76,9.3,9.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15675,B05-REF-OBS-2025-44527,44527,2025-10-16T02:00:00Z,9.4,ta,9.3,75,9.2,9.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15676,B05-REF-OBS-2025-44527,44527,2025-10-16T03:00:00Z,9.2,ta,9.1,75,9,9.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15677,B05-REF-OBS-2025-44527,44527,2025-10-16T04:00:00Z,9.2,ta,9.2,75,9,9.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15678,B05-REF-OBS-2025-44527,44527,2025-10-16T05:00:00Z,9.2,ta,9,77,9,9.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15679,B05-REF-OBS-2025-44527,44527,2025-10-16T06:00:00Z,9.3,ta,9.5,72,9,9.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15680,B05-REF-OBS-2025-44527,44527,2025-10-16T07:00:00Z,10.1,ta,10.6,67,9.5,10.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15681,B05-REF-OBS-2025-44527,44527,2025-10-16T08:00:00Z,11.4,ta,12,59,10.6,12,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15682,B05-REF-OBS-2025-44527,44527,2025-10-16T09:00:00Z,12.9,ta,14.1,52,12,14.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15683,B05-REF-OBS-2025-44527,44527,2025-10-16T10:00:00Z,14.9,ta,16,44,14,16,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15684,B05-REF-OBS-2025-44527,44527,2025-10-16T11:00:00Z,16.4,ta,16.9,39,16,16.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15685,B05-REF-OBS-2025-44527,44527,2025-10-16T12:00:00Z,16.9,ta,17.3,37,16.6,17.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15686,B05-REF-OBS-2025-44527,44527,2025-10-16T13:00:00Z,17,ta,17.1,38,16.3,17.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15687,B05-REF-OBS-2025-44527,44527,2025-10-16T14:00:00Z,16.9,ta,17.6,37,16.4,17.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15688,B05-REF-OBS-2025-44527,44527,2025-10-16T15:00:00Z,17.2,ta,16.9,37,16.9,17.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15689,B05-REF-OBS-2025-44527,44527,2025-10-16T16:00:00Z,16.1,ta,14.6,46,14.6,17.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15690,B05-REF-OBS-2025-44527,44527,2025-10-16T17:00:00Z,13.6,ta,12.3,56,12.3,14.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15691,B05-REF-OBS-2025-44527,44527,2025-10-16T18:00:00Z,11.9,ta,11.5,60,11.5,12.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15692,B05-REF-OBS-2025-44527,44527,2025-10-16T19:00:00Z,12.2,ta,11.3,67,11.3,13.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15693,B05-REF-OBS-2025-44527,44527,2025-10-16T20:00:00Z,11,ta,10.6,74,10.6,11.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-15694,B05-REF-OBS-2025-44527,44527,2025-10-16T21:00:00Z,9.1,ta,7.5,85,7.5,10.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
