cell_id,projection_id,source_id,dataset_id,dataflow_id,source_version,reference_year,county_code,county_name_hu,settlement_type_code,settlement_type_name_hu,occupancy_code,construction_period_code,construction_period_name_hu,wall_material_code,wall_material_name_hu,floor_area_code,floor_area_name_hu,comfort_code,comfort_name_hu,heating_mode_code,heating_mode_name_hu,heating_fuel_code,heating_fuel_name_hu,combined_heating_fuel_code,combined_heating_fuel_name_hu,heat_pump_code,heat_pump_name_hu,dwelling_count,ksh_observation_status,evidence_status,availability_status,frequency_band,query_id,retrieved_at
WBLCELL-B02-ENV-023753,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM60-79,60–79 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,67,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023754,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM60-79,60–79 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,121,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023755,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM80-99,80–99 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2098,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023756,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM80-99,80–99 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1856,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023757,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM80-99,80–99 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,32,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023758,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM80-99,80–99 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,35,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023759,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_GE120,120 m² vagy nagyobb,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,117,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023760,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_GE120,120 m² vagy nagyobb,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,87,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023761,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_GE120,120 m² vagy nagyobb,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023762,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_GE120,120 m² vagy nagyobb,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023763,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_LT30,30 m²-nél kisebb,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,4,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023764,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_LT30,30 m²-nél kisebb,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,7,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023765,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_LT30,30 m²-nél kisebb,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023766,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_LT30,30 m²-nél kisebb,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,19,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023767,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL5,"Vályog, sár falazat",SQM_LT30,30 m²-nél kisebb,COMF5,Szükség- vagy egyéb lakás,TOTAL,Összesen,TOTAL,Összesen,,,,,20,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023768,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM100-119,100–119 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,216,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023769,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM100-119,100–119 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,96,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023770,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM100-119,100–119 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023771,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM100-119,100–119 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023772,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM30-39,30–39 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023773,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM30-39,30–39 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,7,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023774,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM30-39,30–39 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023775,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM40-49,40–49 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023776,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM40-49,40–49 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,13,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023777,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM40-49,40–49 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023778,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM40-49,40–49 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023779,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM50-59,50–59 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,26,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023780,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM50-59,50–59 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,37,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023781,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM50-59,50–59 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,5,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023782,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM50-59,50–59 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023783,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM60-79,60–79 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,204,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023784,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM60-79,60–79 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,198,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023785,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM60-79,60–79 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,5,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023786,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM80-99,80–99 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,482,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023787,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM80-99,80–99 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,239,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023788,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM80-99,80–99 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023789,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM80-99,80–99 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023790,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM_GE120,120 m² vagy nagyobb,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,83,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023791,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM_GE120,120 m² vagy nagyobb,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,29,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023792,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM_GE120,120 m² vagy nagyobb,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023793,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1961-1980,1961–1980 között épült,WALL6,Egyéb falazat,SQM_LT30,30 m²-nél kisebb,COMF5,Szükség- vagy egyéb lakás,TOTAL,Összesen,TOTAL,Összesen,,,,,5,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023794,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM100-119,100–119 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2020,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023795,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM100-119,100–119 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,524,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023796,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM100-119,100–119 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,7,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023797,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM100-119,100–119 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023798,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,54,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023799,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,65,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023800,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,4,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023801,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,19,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023802,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF5,Szükség- vagy egyéb lakás,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023803,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM40-49,40–49 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,78,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU322,2026-08-12
WBLCELL-B02-ENV-023804,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU322,Jász-Nagykun-Szolnok vármegye,EV,Egyéb város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM40-49,40–49 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,163,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU322,2026-08-12
